City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Kozhikode,11:00,AshokCNC4KDolbyAtmosTrippleBeam3DVadakara,Platinum3D,₹180,221,0,English,3D
Kozhikode,11:00,AshokCNC4KDolbyAtmosTrippleBeam3DVadakara,Diamond3D,₹159.8,210,0,English,3D
Palakkad,11:30,SathyaMovieHouse3DDolbyAtmosPalakkad,FirstClass3D,₹160,527,11,English,3D
Trivandrum,11:30,AriesplexSLCinemasCinionicDolbyAtmos,Gold3D,₹280,4,0,English,3D
Trivandrum,11:30,AriesplexSLCinemasCinionicDolbyAtmos,Executive3D,₹180,139,12,English,3D
Trivandrum,11:30,AriesplexSLCinemasCinionicDolbyAtmos,Economy3D,₹130,13,0,English,3D
Idukki,11:45,SilverHillsNaxaCinemas4KDolbyATMOS,Silver3D,₹160,172,0,English,3D
Thrissur,12:00,ShivadamCinemasRGB4KLaserAtmosTripleBeam3D,Platinum3D,₹310,21,0,English,3D
Thrissur,12:00,ShivadamCinemasRGB4KLaserAtmosTripleBeam3D,Gold3D,₹190,131,3,English,3D
Thrissur,12:00,ShivadamCinemasRGB4KLaserAtmosTripleBeam3D,Silver3D,₹159,20,0,English,3D
Kozhikode,12:45,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹400,23,1,English,3D
Kozhikode,12:45,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹99,88,69,English,3D
Kozhikode,12:45,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹99,17,0,English,3D
Kozhikode,12:45,PalaxiCinemasHiLITEMALLKozhikode,Lounger,₹200,14,0,English,3D
Palakkad,14:00,SathyaMovieHouse3DDolbyAtmosPalakkad,FirstClass3D,₹160,527,4,English,3D
Trivandrum,14:00,AriesplexSLCinemasCinionicDolbyAtmos,Gold3D,₹280,4,0,English,3D
Trivandrum,14:00,AriesplexSLCinemasCinionicDolbyAtmos,Executive3D,₹180,139,3,English,3D
Trivandrum,14:00,AriesplexSLCinemasCinionicDolbyAtmos,Economy3D,₹130,13,0,English,3D
