District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Kannur,SumangaliCinemasAnnurRoad,Malayalam,10:30,GoldenCircle,₹130,192,1
Kasaragod,VgmMultiplexAC2K71Dolby,Malayalam,12:15,VgmRed,₹190,161,18
Trivandrum,PvrLuluTrivandrum,Malayalam,12:40,Recliner,₹300,8,0
Trivandrum,PvrLuluTrivandrum,Malayalam,12:40,Prime,₹160,34,0
Trivandrum,PvrLuluTrivandrum,Malayalam,12:40,Classic,₹140,65,0
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Recliner,₹390,27,3
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Premium,₹190,146,7
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Executive,₹100,25,4
Kozhikode,PalaxiCinemasHiLiteMallKozhikode,Malayalam,13:30,Lounger,₹210,22,0
Kozhikode,AlankarMoviesPerambra,Malayalam,13:30,Executive,₹150,142,0
Ernakulam,PvrForumMallKochi,Malayalam,16:45,Elite,₹170,85,26
Ernakulam,PvrForumMallKochi,Malayalam,16:45,Classic,₹150,22,0
Alappuzha,GanamTheatreComplexACKattanam,Malayalam,18:30,FirstClass,₹140,129,73
Kozhikode,AlankarMoviesPerambra,Malayalam,19:30,Executive,₹150,142,20
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Royal,₹180,16,3
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Platinum,₹150,252,2
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Gold,₹130,413,0
Kottayam,AbhilashTheatre4KKottayam,Malayalam,21:00,Silver,₹110,54,0
Kottayam,UgmCinemasEttumanoor,Malayalam,21:15,Platinum,₹250,16,0
Kottayam,UgmCinemasEttumanoor,Malayalam,21:15,Gold,₹150,171,21
Alappuzha,GanamTheatreComplexACKattanam,Malayalam,21:30,FirstClass,₹140,387,201
Ernakulam,PvrLuluKochi,Malayalam,22:00,Recliner,₹300,9,1
Ernakulam,PvrLuluKochi,Malayalam,22:00,Prime,₹160,64,26
Ernakulam,PvrLuluKochi,Malayalam,22:00,ClassicPlus,₹140,91,8
Ernakulam,PvrLuluKochi,Malayalam,22:00,Classic,₹110,39,3
