District,Name,Language,Time(IST),Area,Price,Capacity,Booked
Thrissur,InoxSobhaCityMall,MultiLanguage,11:10,Club,₹1,66,0
Thrissur,InoxSobhaCityMall,MultiLanguage,11:10,Executive,₹1,22,0
Thrissur,InoxSobhaCityMall,MultiLanguage,11:10,RoyalRecliner,₹1,10,0
Thrissur,InoxSobhaCityMall,MultiLanguage,11:10,Royal,₹1,28,15
Trivandrum,PvrLuluTrivandrum,MultiLanguage,11:50,Classic,₹1,65,6
Trivandrum,PvrLuluTrivandrum,MultiLanguage,11:50,Prime,₹1,34,27
Trivandrum,PvrLuluTrivandrum,MultiLanguage,11:50,Recliner,₹1,8,8
Ernakulam,PvrForumMallKochi,MultiLanguage,13:20,Classic,₹1,22,0
Ernakulam,PvrForumMallKochi,MultiLanguage,13:20,Elite,₹1,85,11
Ernakulam,PvrLuluKochi,MultiLanguage,14:05,Classic,₹1,39,0
Ernakulam,PvrLuluKochi,MultiLanguage,14:05,ClassicPlus,₹1,91,1
Ernakulam,PvrLuluKochi,MultiLanguage,14:05,Prime,₹1,68,18
Ernakulam,PvrLuluKochi,MultiLanguage,14:05,Recliner,₹1,10,10
