City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Trivandrum,15:25,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹170,70,8,Hindi,2D
Trivandrum,15:25,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹190,51,20,Hindi,2D
Trivandrum,15:25,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹350,7,7,Hindi,2D
Trivandrum,20:00,CinepolisMOTEanchakkalThiruvananthapuram,VipExecutive,₹250,18,0,Hindi,2D
Trivandrum,20:00,CinepolisMOTEanchakkalThiruvananthapuram,VipPremium,₹300,18,6,Hindi,2D
Ernakulam,20:30,CinepolisCentreSquareMallErnakulamKochi,Normal,₹170,13,0,Hindi,2D
Ernakulam,20:30,CinepolisCentreSquareMallErnakulamKochi,Executive,₹200,26,0,Hindi,2D
Ernakulam,20:30,CinepolisCentreSquareMallErnakulamKochi,Premium,₹220,67,11,Hindi,2D
Ernakulam,21:40,PVRForumMallNH47Kochi,Classic,₹150,28,0,Hindi,2D
Ernakulam,21:40,PVRForumMallNH47Kochi,Elite,₹190,111,3,Hindi,2D
Ernakulam,21:40,PVRForumMallNH47Kochi,Recliner,₹400,8,0,Hindi,2D
